artist_name,track_name,duration_ms,album_name,artist_genres,artist_popularity,artist_followers,album_type,album_release_date,audio_features_danceability,audio_features_energy,audio_features_key,audio_features_loudness,audio_features_mode,audio_features_speechiness,audio_features_acousticness,audio_features_instrumentalness,audio_features_liveness,audio_features_valence,audio_features_tempo,audio_features_time_signature
St. Beauty,Borders,183436,Borders,alternative r&b,30.0,34645.0,single,2016-11-03,0.458,0.741,5,-6.826,1,0.239,0.805,0.000126,0.154,0.124,142.699,4
BOY,We Were Here,259426,We Were Here,german indie,42.0,156044.0,album,2015-09-18,0.61,0.633,0,-10.079,1,0.0316,0.371,0.0213,0.117,0.251,101.993,4
Sheppard,Let Me Down Easy,227631,Bombs Away,"australian indie, australian pop, folk-pop",60.0,302231.0,album,2015-01-12,0.597,0.594,9,-5.719,1,0.0289,0.347,0.0,0.0847,0.3,144.988,4
XIV,Yayo,332586,Yayo,,0.0,33.0,single,2015-01-21,0.462,0.0898,10,-13.36,0,0.0355,0.97,1.41e-05,0.112,0.152,136.402,4
Sia,Elastic Heart - Piano Version,250133,1000 Forms Of Fear (Deluxe Version),"australian dance, australian pop, pop",83.0,28092752.0,album,2015-05-04,0.44,0.306,9,-5.403,1,0.0377,0.903,0.0,0.0888,0.25,71.021,4
Panic! At The Disco,Impossible Year,202546,Death Of A Bachelor,pop,75.0,12213751.0,album,2016-01-15,0.174,0.337,10,-8.767,1,0.0313,0.474,0.000294,0.11,0.0978,85.574,3
DRAM,CHA CHA,250107,#1EpicEP,"trap, underground hip hop, viral trap, virginia hip hop",58.0,841639.0,album,2015-03-03,0.734,0.743,1,-6.689,1,0.0345,0.000537,3.02e-06,0.111,0.656,135.0,4
Flume,Some Minds,263764,Some Minds,"australian dance, australian electropop, australian indie, downtempo, edm, indietronica",70.0,2443866.0,single,2015-05-29,0.263,0.555,4,-6.884,0,0.0446,0.316,5.78e-05,0.128,0.191,79.783,4
Flume,Wall Fuck,188529,Skin,"australian dance, australian electropop, australian indie, downtempo, edm, indietronica",70.0,2443866.0,album,2016-05-27,0.512,0.684,11,-6.884,0,0.0957,0.178,0.625,0.332,0.203,99.824,4
Illy,Papercuts (feat. Vera Blue),255889,Two Degrees,"australian hip hop, australian trap",46.0,182936.0,album,2016-11-11,0.369,0.618,6,-6.304,0,0.249,0.161,0.0,0.257,0.467,191.863,4
Wintertime,Thru It All - Remix,260131,I Know What You Did Last Winter,underground hip hop,34.0,156581.0,album,2016-04-11,0.932,0.277,0,-8.54,0,0.302,0.528,9.33e-06,0.104,0.434,120.039,4
Kayo,Gone Wrong,199888,"Slave to the Dream, Vol. 1",,,,album,2016-03-04,0.747,0.717,6,-6.043,0,0.326,0.138,0.0,0.0977,0.472,114.952,4
Ty Dolla $ign,Blasé (feat. Future & Rae Sremmurd) - Louis The Child Remix,228750,Blasé (feat. Future & Rae Sremmurd),"hip hop, pop rap, r&b, southern hip hop, trap, trap soul",82.0,5310125.0,single,2015-11-13,0.615,0.523,7,-4.246,0,0.267,0.505,4.29e-06,0.11,0.693,127.932,4
Obi Wu,Body Gold - Remix,202945,Body Gold (Remix),,8.0,251.0,single,2017-04-01,0.522,0.579,11,-6.122,0,0.359,0.446,0.0,0.154,0.467,135.305,4
Open Minds,Home Team,162143,Home Team,,0.0,74.0,single,2015-10-04,0.572,0.851,0,-2.457,0,0.15,0.0364,0.0,0.321,0.469,153.814,4
Zella Day,Hypnotic - Vanic Remix,282000,Hypnotic,"alt z, electropop, gauze pop, indie poptimism",52.0,440780.0,single,2016-01-15,0.552,0.745,6,-5.564,0,0.0807,0.00361,0.0,0.43,0.488,159.915,4
Tim Legend,Hope,173931,Hope,,34.0,27269.0,single,2016-11-22,0.822,0.6,11,-6.235,0,0.331,0.196,0.0,0.0835,0.281,142.923,4
Tinashe,Superlove,183791,Superlove,"alternative r&b, dance pop, metropopolis, pop, r&b, urban contemporary",72.0,2744961.0,single,2016-07-15,0.774,0.635,5,-4.991,0,0.0588,0.0148,0.0,0.289,0.438,134.989,4
will.i.am,Boys & Girls,241160,Boys & Girls,"dance pop, pop",72.0,4145768.0,single,2016-04-08,0.899,0.74,11,-6.569,0,0.0527,0.346,0.00335,0.0914,0.623,107.998,4
Kb Remix,I'm So Wavy,184571,I'm So Wavy,viral trap,9.0,936.0,single,2016-03-08,0.463,0.648,11,-7.587,0,0.0628,0.00116,0.0,0.117,0.308,104.411,4
Monte Booker,Kolors ft. Smino,177855,Soulection White Label - Monte Booker,"indie hip hop, viral rap",44.0,130316.0,single,2016-06-29,0.718,0.403,2,-11.064,0,0.205,0.263,1.56e-06,0.228,0.636,129.582,4
Wes Period,Champagne Champion,237403,Champagne Champion,,30.0,7012.0,single,2015-05-26,0.517,0.605,6,-7.871,0,0.181,0.00814,0.000417,0.298,0.523,199.984,4
DJ Crazy J Rodriguez,No Handz,240169,"Dubstep, Vol. 8",,1.0,15287.0,album,2015-01-11,0.631,0.875,1,-3.089,1,0.219,0.00622,0.0809,0.215,0.154,150.035,4
David Sabastian,Ride the Wave (feat. Anti PoP),214054,Ride the Wave (feat. Anti PoP),,10.0,2981.0,single,2015-10-23,0.892,0.741,0,-5.528,1,0.315,0.129,0.0,0.198,0.844,103.043,4
JiKay,Take Me - Not Your Dope Remix,215400,Take Me Remixes,,32.0,4045.0,single,2016-01-29,0.513,0.766,9,-5.023,0,0.0974,0.152,0.00094,0.0334,0.475,156.04,4
Dawin,Dessert,210983,Dessert,nyc pop,48.0,215797.0,single,2015-03-13,0.868,0.679,6,-6.941,1,0.0397,0.0799,1.22e-06,0.0504,0.75,97.012,4
Omarion,I'm Up (feat. Kid Ink & French Montana),201336,I'm Up (feat. Kid Ink & French Montana),"dance pop, hip pop, r&b, rap, southern hip hop, trap, urban contemporary",59.0,2896892.0,single,2015-06-18,0.793,0.505,6,-7.061,0,0.138,0.204,0.0,0.0413,0.704,97.998,4
Ev Vinyls,High You Are Remix - Branchez Mix,213942,YAOML,,9.0,452.0,album,2015-09-15,0.631,0.77,10,-9.647,1,0.199,0.134,1.09e-06,0.041,0.517,137.025,4
Kalin and Myles,Brokenhearted,197040,Kalin And Myles,teen pop,33.0,166325.0,album,2015-11-20,0.803,0.82,5,-2.582,0,0.0356,0.194,0.0,0.146,0.679,110.024,4
Emmalyn,#FreeTitties,181935,#FreeTitties,"canadian contemporary r&b, canadian pop",19.0,4917.0,single,2016-07-13,0.786,0.323,9,-7.666,1,0.184,0.14,0.000507,0.0358,0.342,123.966,4
Ohboyprince,Astronaut (feat. Jspec),202257,Astronaut (feat. Jspec),viral trap,38.0,11976.0,single,2015-12-04,0.732,0.557,8,-7.221,1,0.0628,0.0012,0.0,0.265,0.522,144.967,4
Justice Skolnik,Glow (feat. Jeremy Zucker),245374,Glow (feat. Jeremy Zucker) - Single,,24.0,4441.0,single,2015-12-11,0.424,0.546,11,-6.953,0,0.0544,0.345,0.0,0.11,0.544,110.034,4
Moosh & Twist,Champion,182492,Growing Pains,indie pop rap,32.0,65486.0,album,2016-08-05,0.67,0.784,10,-6.852,0,0.176,0.0708,0.0,0.283,0.769,145.019,4
Sleeping At Last,Faith,212766,"Covers, Vol. 2","ambient worship, chamber pop",66.0,1457308.0,album,2016-11-04,0.355,0.217,0,-10.163,1,0.0367,0.929,1.16e-05,0.0787,0.222,104.672,5
DJ VEN,Quaterback,301818,Stash House,,0.0,260.0,album,2016-05-06,0.833,0.603,0,-7.908,0,0.0895,0.129,0.0,0.109,0.293,128.99,4
LO,Cruisin - Flybear Remix,149000,Cruisin,chill house,47.0,10219.0,single,2015-03-06,0.639,0.786,0,-4.267,1,0.464,0.313,7.05e-05,0.233,0.433,95.019,4
Taron Egerton,"I'm Still Standing - From ""Sing"" Original Motion Picture Soundtrack",187853,Sing,hollywood,61.0,147074.0,compilation,2016-12-09,0.579,0.904,10,-4.45,0,0.15,0.00687,0.0,0.0649,0.713,175.316,4
Taron Egerton,"The Way I Feel Inside - From ""Sing"" Original Motion Picture Soundtrack",88533,Sing,hollywood,61.0,147074.0,compilation,2016-12-09,0.537,0.0999,0,-12.41,0,0.0476,0.945,0.0,0.123,0.395,128.759,4
Aquilo,Silhouette,230416,Silhouettes,"indie anthem-folk, uk pop, vapor soul",49.0,315208.0,album,2017-01-27,0.464,0.412,1,-8.342,1,0.032,0.721,0.0,0.0393,0.12,132.259,3
Gavin James,For You - FTSE Remix,207770,For You (Remixes),irish pop,56.0,715489.0,single,2015-06-15,0.533,0.765,0,-6.336,0,0.113,0.262,7.54e-05,0.086,0.532,147.866,4
X Ambassadors,Unsteady - Justin Caruso Remix,182320,Unsteady,"modern alternative rock, modern rock, stomp pop",70.0,3004055.0,single,2016-02-26,0.576,0.702,11,-6.025,0,0.0607,0.0279,1.34e-05,0.313,0.277,144.969,4
Mr_hotspot,My Friends (feat. TeamTwin),221936,My Friends (feat. TeamTwin),viral trap,22.0,25961.0,single,2016-08-08,0.924,0.558,1,-7.468,1,0.358,0.00137,0.0,0.101,0.339,139.01,4
Lund,Broken,200597,Broken,emo rap,55.0,554377.0,single,2016-10-26,0.827,0.599,0,-2.046,1,0.0414,0.0524,0.000646,0.108,0.13,134.003,4
French Montana,Bring Dem Things,196117,Jungle Rules,"hip hop, pop rap, rap, southern hip hop, trap",74.0,5442042.0,album,2017-07-14,0.466,0.666,1,-6.77,1,0.169,0.000199,0.0195,0.0803,0.337,113.935,5
Zeds Dead,Too Young,180720,Northern Lights,"brostep, canadian electronic, dubstep, edm, electro house, progressive electro house",58.0,594510.0,album,2016-10-14,0.751,0.746,10,-5.33,1,0.117,0.199,2.41e-06,0.117,0.309,167.993,3
Aminé,REDMERCEDES,169706,REDMERCEDES,"pop rap, portland hip hop, rap, underground hip hop",65.0,1950552.0,single,2017-03-03,0.816,0.63,1,-5.729,0,0.183,0.00639,0.0304,0.173,0.599,101.997,4
blackbear,do re mi (feat. Gucci Mane),233705,do re mi (feat. Gucci Mane),"alt z, pop",72.0,4953122.0,single,2017-07-28,0.746,0.647,8,-6.388,1,0.052,0.007,0.0,0.156,0.196,112.015,3
The Lonely Island,Finest Girl (Bin Laden Song),150586,Popstar: Never Stop Never Stopping,"comedy rap, comic",56.0,1063837.0,album,2016-06-03,0.711,0.765,5,-4.85,1,0.263,0.297,0.0,0.282,0.47,98.627,4
Rico Medeiros,O Reino Encantado da Mãe Natureza Contra o Rei do Mal,222226,Isso Sim É Carnaval,,3.0,106.0,compilation,2017-02-02,0.698,0.554,2,-16.532,1,0.055,0.369,5.26e-06,0.0802,0.881,135.098,4
Infinity Crush,Happy Hour,111516,When We're Snow,small room,11.0,14628.0,album,2016-04-08,0.397,0.0693,3,-16.155,1,0.0387,0.907,0.0,0.11,0.151,112.817,4
Teen Suicide,salvia plath,100984,dc snuff film / waste yrself,"lo-fi emo, lo-fi indie, slacker rock",50.0,355225.0,album,2015-10-07,0.457,0.519,10,-10.006,1,0.264,0.746,0.844,0.121,0.641,97.191,4
CBMC,Kind,175412,FOOTWEAR,small room,26.0,22904.0,single,2015-01-01,0.607,0.156,11,-19.975,0,0.042,0.905,0.479,0.145,0.155,121.786,4
Told Slant,Green Nail Polish,190698,Going By,"lo-fi emo, small room",23.0,26369.0,album,2016-06-17,0.488,0.269,7,-10.886,1,0.0416,0.682,0.00616,0.114,0.115,133.984,4
Crywank,Song for a Guilty Sadist,143453,Tomorrow Is Nearly Yesterday and Everyday Is Stupid,"pov: indie, small room, weirdcore",46.0,219594.0,album,2015-09-25,0.501,0.36,7,-15.359,1,0.0997,0.904,3.76e-06,0.118,0.411,152.275,4
Elvis Depressedly,Wastes of Time,89012,New Alhambra,"asheville indie, shimmer psych, small room",35.0,105637.0,album,2015-05-08,0.677,0.223,3,-13.201,1,0.0382,0.311,0.0,0.188,0.24,134.946,4
Crywank,Memento Mori,169333,Tomorrow Is Nearly Yesterday and Everyday Is Stupid,"pov: indie, small room, weirdcore",46.0,219594.0,album,2015-09-25,0.434,0.519,11,-12.584,0,0.0585,0.929,0.00106,0.123,0.34,141.423,4
Teen Suicide,haunt me (x 3),165671,dc snuff film / waste yrself,"lo-fi emo, lo-fi indie, slacker rock",50.0,355225.0,album,2015-10-07,0.566,0.613,5,-10.118,1,0.0904,0.716,0.8,0.0848,0.218,110.886,4
Wishing,Emptiness Is a Closet Full of Your Old Clothes,150965,To Forget,"corecore, lo-fi indie, small room",49.0,75284.0,album,2015-10-31,0.635,0.397,0,-14.419,1,0.0346,0.806,0.946,0.111,0.0378,119.993,3
Elvis Depressedly,Pepsi/Coke Suicide,153095,Holo Pleasures / California Dreamin',"asheville indie, shimmer psych, small room",35.0,105637.0,album,2016-06-03,0.39,0.419,0,-9.049,1,0.0302,0.742,0.937,0.143,0.318,79.807,4
Cyberbully Mom Club,Smking To Dth,117472,Amy Locust Whatever,"lo-fi indie, small room",35.0,112006.0,album,2015-01-21,0.507,0.115,0,-14.912,1,0.0559,0.923,0.0199,0.113,0.332,78.031,4
Camera Shy,Your Only One,240085,Camera Shy,oakland indie,7.0,3177.0,album,2015-07-17,0.395,0.597,1,-8.516,1,0.028,0.23,0.000453,0.131,0.736,167.921,4
Panucci's Pizza,Naruto Themed Sexting,182240,All The Toppings,"acoustic rock, lo-fi indie",42.0,85913.0,album,2015-08-26,0.434,0.104,7,-14.518,1,0.0342,0.823,4.55e-05,0.113,0.139,181.028,3
Panucci's Pizza,Aesthetic? (More Like Ass-Pathetic),198741,All The Toppings,"acoustic rock, lo-fi indie",42.0,85913.0,album,2015-08-26,0.473,0.334,10,-6.785,1,0.0371,0.959,7.4e-05,0.28,0.412,117.441,4
It Looks Sad.,Creature,240640,Kaiju,"alternative emo, charlotte nc indie, emo, midwest emo, north carolina emo",35.0,71220.0,single,2015-06-19,0.519,0.724,4,-7.301,1,0.0303,0.000559,0.00037,0.12,0.467,135.051,4
Broken Beak,Curse Burner,73717,Curse Burner,,3.0,1819.0,single,2015-07-04,0.476,0.239,0,-22.067,1,0.0485,0.876,0.303,0.0921,0.125,79.688,4
SNCKPCK,So Far Away,205078,Lava Pal,bedroom pop,15.0,28108.0,album,2015-02-24,0.0993,0.511,2,-5.882,0,0.0354,0.557,0.0,0.212,0.0615,189.029,5
Infinity Crush,heaven,160000,Warmth Equation,small room,11.0,14628.0,album,2016-09-30,0.33,0.316,7,-8.307,1,0.03,0.893,2.27e-06,0.299,0.122,101.021,4
Euphoria Again,Change,134505,Boring Ecstasy: The Bedroom Pop of Orchid Tapes,"lo-fi indie, small room",19.0,12111.0,compilation,2016-04-08,0.739,0.226,5,-12.6,1,0.0451,0.894,0.34,0.0953,0.275,90.949,3
Florist,Vacation,227139,Holdly,"countrygaze, small room",50.0,141584.0,single,2015-10-30,0.615,0.269,0,-13.939,1,0.0346,0.847,0.129,0.0756,0.112,107.605,4
Florist,The Birds Outside Sang,233938,The Birds Outside Sang,"countrygaze, small room",50.0,141584.0,album,2016-01-29,0.362,0.39,0,-9.68,1,0.0312,0.681,0.731,0.307,0.039,118.135,4
(Sandy) Alex G,Bug,159503,Beach Music,"philly indie, pov: indie, slacker rock",74.0,2124739.0,album,2015-10-09,0.644,0.534,2,-10.241,1,0.0337,0.00978,0.00434,0.371,0.342,89.918,4
Mat Kerekes,"In Every Inch, In Every Mile",221962,Luna & The Wild Blue Everything,"alternative emo, anthem emo, dreamo, emo",36.0,59217.0,album,2016-08-26,0.684,0.364,3,-9.971,1,0.0267,0.758,0.691,0.108,0.313,135.988,4
Mat Kerekes,The Clubs / The People's Attention,181078,Luna & The Wild Blue Everything,"alternative emo, anthem emo, dreamo, emo",36.0,59217.0,album,2016-08-26,0.456,0.674,2,-9.527,1,0.0318,0.026,0.074,0.111,0.372,137.817,4
Elvis Depressedly,Weird Honey,155937,Holo Pleasures / California Dreamin',"asheville indie, shimmer psych, small room",35.0,105637.0,album,2016-06-03,0.573,0.499,6,-7.912,1,0.0258,0.109,0.854,0.15,0.519,89.977,4
Angel Olsen,Unfucktheworld,125440,Burn Your Fire for No Witness,"alternative americana, art pop, chamber pop, countrygaze, dream pop, experimental pop, indie pop, indie rock, noise pop, singer-songwriter",50.0,480782.0,album,2015-12-07,0.551,0.131,0,-13.181,1,0.0399,0.942,0.0238,0.0989,0.285,118.953,4
dandelion hands,Lonely,194026,19,"corecore, lo-fi emo, lo-fi indie, pov: indie",57.0,249371.0,single,2017-01-01,0.245,0.0454,7,-22.706,1,0.033,0.978,0.699,0.356,0.0897,78.062,4
dandelion hands,I Keep Writing Songs For People I'll Never Know,99026,19,"corecore, lo-fi emo, lo-fi indie, pov: indie",57.0,249371.0,single,2017-01-01,0.53,0.133,11,-16.922,1,0.0599,0.989,0.0291,0.104,0.268,79.272,4
(Sandy) Alex G,Sarah,176146,Trick,"philly indie, pov: indie, slacker rock",74.0,2124739.0,album,2015-07-03,0.651,0.681,4,-5.203,0,0.0338,0.535,0.000315,0.134,0.499,123.978,4
Citizen,Yellow Love,221264,Everybody Is Going To Heaven,"alternative emo, dreamo, emo, pop punk",50.0,256586.0,album,2015-06-05,0.518,0.236,7,-16.603,1,0.0356,0.897,0.0119,0.119,0.117,94.962,4
Cyberbully Mom Club,Drunk Text Romance,120412,Outdoor Activities,"lo-fi indie, small room",35.0,112006.0,single,2016-09-19,0.504,0.162,7,-18.266,1,0.0822,0.925,0.103,0.128,0.185,111.861,4
Laura Bell Bundy,Two Step,188786,Another Piece Of Me,"broadway, country dawn, show tunes",49.0,24773.0,album,2015-01-01,0.705,0.944,0,-3.931,0,0.0501,0.139,0.0,0.246,0.834,101.023,4
Shawn Mendes,Life Of The Party,214533,Handwritten,"canadian pop, pop, viral pop",80.0,42801599.0,album,2015-04-13,0.667,0.614,10,-4.995,1,0.0314,0.0663,0.0,0.111,0.161,113.979,4
Old Dominion,Nowhere Fast,188960,Meat and Candy,"contemporary country, country, country road, modern country rock",69.0,1527622.0,album,2015-11-06,0.789,0.487,7,-7.314,1,0.0285,0.458,4.36e-06,0.0751,0.49,101.975,4
Shawn Mendes,There's Nothing Holdin' Me Back - NOTD Remix,194320,There's Nothing Holdin' Me Back,"canadian pop, pop, viral pop",80.0,42801599.0,single,2017-05-19,0.718,0.684,11,-4.593,0,0.0532,0.0676,0.0,0.0834,0.768,121.976,4
Seaway,Best Mistake,197320,Colour Blind,"anthem emo, canadian pop punk, canadian punk, easycore, pop punk",35.0,92952.0,album,2015-10-23,0.541,0.969,8,-3.697,1,0.118,0.00074,0.0,0.325,0.651,110.017,4
Big Sean,Living Single,276346,Living Single,"detroit hip hop, hip hop, pop rap, r&b, rap, southern hip hop, trap",74.0,11119036.0,single,2016-12-17,0.714,0.62,11,-5.045,1,0.296,0.223,0.0,0.109,0.73,80.109,4
Mac Miller,"God Is Fair, Sexy Nasty (feat. Kendrick Lamar)",500960,The Divine Feminine,"hip hop, pittsburgh rap, rap",81.0,10540155.0,album,2016-09-16,0.467,0.41,2,-12.028,1,0.185,0.328,4.28e-05,0.113,0.136,95.931,4
Leon Bridges,River,238560,Coming Home,"modern blues, neo soul, soul",70.0,1673250.0,album,2015-06-15,0.658,0.179,8,-10.866,1,0.0448,0.689,0.0,0.17,0.191,128.128,4
Boogie,Sunroof,237253,Thirst 48 Part II,"canadian hip hop, deep underground hip hop, indie hip hop, underground hip hop",54.0,324692.0,album,2016-10-14,0.698,0.671,5,-6.112,1,0.188,0.285,0.0,0.0913,0.534,113.944,4
Unit 4 + 2,Concrete and Clay,137066,"Best of Unit Four Plus Two, Vol. 1",british invasion,24.0,2567.0,compilation,2015-06-06,0.623,0.784,1,-10.037,1,0.0359,0.376,0.0,0.0509,0.968,100.676,4
Unbreakable Kimmy Schmidt,Unbreakable Kimmy Schmidt Theme Song,30589,Unbreakable Kimmy Schmidt,,7.0,2329.0,single,2015-03-24,0.698,0.658,5,-11.012,1,0.0631,0.294,3.92e-06,0.267,0.306,110.269,4
Jimmy Wopo,Elm Street,212767,Woponese,pittsburgh rap,33.0,111989.0,album,2016-07-25,0.889,0.511,1,-9.043,0,0.317,0.0394,0.0,0.233,0.53,77.993,4
Jimmy Wopo,Ayo,130887,Woponese,pittsburgh rap,33.0,111989.0,album,2016-07-25,0.709,0.645,6,-6.956,1,0.345,0.143,0.0,0.133,0.733,173.294,4
Stunna2fly,S.O.G tha Mafia (feat. Splashed out Gang),216528,Confession to the Streets,pittsburgh rap,17.0,3502.0,album,2015-06-02,0.866,0.543,2,-9.06,1,0.223,0.175,0.000281,0.18,0.765,152.981,4
Stunna2fly,"Fuck Ya Gang, Pt. 2 (Jimmy Wopo Diss)",244767,Confession to the Streets,pittsburgh rap,17.0,3502.0,album,2015-06-02,0.876,0.622,10,-9.697,0,0.322,0.169,0.0,0.106,0.196,76.029,4
Fetty Wap,Trap Luv,204173,Fetty Wap,"new jersey rap, pop rap, rap, southern hip hop, trap",69.0,4637570.0,album,2015-09-25,0.841,0.82,2,-3.946,0,0.0995,0.062,0.0,0.359,0.585,134.007,4
Drake,30 for 30 Freestyle,253934,What A Time To Be Alive,"canadian hip hop, canadian pop, hip hop, pop rap, rap",94.0,90004537.0,album,2015-09-20,0.744,0.619,4,-9.143,0,0.398,0.671,0.0,0.123,0.317,89.252,4
Drake,Charged Up,189768,Charged Up,"canadian hip hop, canadian pop, hip hop, pop rap, rap",94.0,90004537.0,single,2015-07-31,0.461,0.696,6,-7.014,0,0.592,0.91,0.0,0.121,0.382,173.695,4
R3HAB,Icarus - Black Caviar Remix,194000,Icarus (Remixes),"dutch house, edm, electro house, pop dance, progressive electro house, slap house",75.0,2527633.0,single,2016-12-02,0.798,0.809,1,-5.898,0,0.063,0.00689,0.0765,0.0998,0.761,120.044,4
Swanky Tunes,Till The End,195652,Till The End,"dutch house, edm, electro house, pop dance, progressive electro house, progressive house, russian edm",43.0,89804.0,single,2016-08-19,0.574,0.922,4,-3.104,1,0.0476,0.42,0.000189,0.146,0.232,108.005,4
Zeds Dead,Frontlines,214733,Northern Lights,"brostep, canadian electronic, dubstep, edm, electro house, progressive electro house",58.0,594510.0,album,2016-10-14,0.407,0.925,11,-4.155,0,0.0747,0.0113,0.0025,0.192,0.119,151.993,4
Dirty South,All of Us (Dirty South Remix) [feat. Anima!],253440,All of Us (Dirty South Remix) [feat. Anima!],"australian dance, dutch house, edm, electro house, pop dance, progressive electro house, progressive house",46.0,219660.0,single,2016-12-02,0.545,0.846,11,-7.255,0,0.0287,0.0362,0.394,0.0963,0.508,124.997,4
Don Diablo,Cutting Shapes,179047,Past.Present.Future.,"dutch house, edm, electro house, future house, pop dance, progressive electro house, progressive house",66.0,1784844.0,album,2017-02-06,0.668,0.91,0,-3.884,1,0.225,0.0254,0.0,0.0937,0.577,125.812,4
Tiësto,I Want You,173809,I Want You,"big room, brostep, dutch edm, edm, house, pop dance, progressive electro house, slap house, trance",84.0,7333687.0,single,2016-08-05,0.68,0.867,7,-5.128,0,0.0437,0.0802,0.0423,0.0734,0.286,126.078,4
Louis The Child,Weekend - East & Young Remix,251564,Weekend,"edm, electropop, indie poptimism, vapor soul",58.0,475751.0,single,2016-09-02,0.834,0.674,0,-4.476,1,0.0659,0.01,3.4e-05,0.0555,0.316,126.034,4
Gryffin,Whole Heart - BKAYE Remix,228253,Whole Heart,"edm, pop dance",66.0,955530.0,single,2016-12-02,0.527,0.679,9,-6.945,1,0.161,0.0692,1.75e-06,0.151,0.444,83.804,4
Calvin Harris,My Way - Tiësto Remix,222866,My Way,"dance pop, edm, electro house, house, pop, pop dance, progressive house, uk dance",86.0,22619343.0,single,2016-11-04,0.698,0.867,2,-5.033,1,0.0404,0.0546,0.154,0.0744,0.468,125.976,4
Breathe Carolina,Stable,230787,Stable,"electropowerpop, neon pop punk, trancecore",50.0,348904.0,single,2016-08-26,0.457,0.942,1,-3.612,0,0.339,0.0298,0.0,0.296,0.322,139.786,4
RÜFÜS,Innerbloom - What So Not Remix,277199,Innerbloom (The Remixes),"australian electropop, indietronica",70.0,1660949.0,single,2016-10-21,0.437,0.709,7,-6.627,0,0.0947,0.135,6.55e-05,0.152,0.107,137.972,4
RÜFÜS,Innerbloom,578040,Bloom,"australian electropop, indietronica",70.0,1660949.0,album,2016-01-22,0.729,0.72,3,-6.692,1,0.037,0.126,0.347,0.178,0.0389,122.011,4
RÜFÜS,Like an Animal,241580,Bloom,"australian electropop, indietronica",70.0,1660949.0,album,2016-01-22,0.71,0.748,9,-6.244,0,0.0305,0.0341,0.000105,0.0897,0.38,119.994,4
R3HAB,Icarus,192255,Trouble,"dutch house, edm, electro house, pop dance, progressive electro house, slap house",75.0,2527633.0,album,2017-09-15,0.836,0.859,1,-4.492,0,0.1,0.021,7.29e-05,0.389,0.511,121.985,4
The Chainsmokers,Closer - Wuki Remix,243533,Closer (Remixes),pop,81.0,20216754.0,single,2016-09-23,0.702,0.769,8,-6.635,1,0.077,0.0292,0.000171,0.532,0.127,107.998,4
Tiësto,The Right Song,205440,A Town Called Paradise,"big room, brostep, dutch edm, edm, house, pop dance, progressive electro house, slap house, trance",84.0,7333687.0,album,2016-09-02,0.546,0.894,8,-3.56,1,0.0898,0.459,0.000106,0.322,0.387,125.031,4
Tiësto,Secrets - Radio Edit,216967,A Town Called Paradise,"big room, brostep, dutch edm, edm, house, pop dance, progressive electro house, slap house, trance",84.0,7333687.0,album,2016-09-02,0.677,0.811,11,-4.53,0,0.043,0.0012,0.00761,0.0896,0.185,128.004,4
Claude VonStroke,Make A Cake,383953,Barrump,"bass house, deep disco house, fidget house, house, minimal techno",36.0,125154.0,single,2015-05-22,0.826,0.65,1,-10.252,1,0.0579,0.00117,0.807,0.0439,0.402,123.993,4
Claude VonStroke,The Rain Break,389577,The Rain Break,"bass house, deep disco house, fidget house, house, minimal techno",36.0,125154.0,single,2016-08-10,0.808,0.958,9,-7.546,0,0.0513,0.00013,0.81,0.0507,0.47,120.017,4
R3HAB,Freak,160476,Freak,"dutch house, edm, electro house, pop dance, progressive electro house, slap house",75.0,2527633.0,single,2016-05-06,0.679,0.867,11,-3.867,0,0.219,0.18,0.0,0.667,0.597,125.988,4
Moguai,Hold On - Alle Farben Remix,189428,Hold On,"dutch house, edm, electro house, german techno, progressive electro house, progressive house",55.0,105989.0,single,2016-12-23,0.679,0.782,2,-4.993,0,0.0559,0.052,3.06e-05,0.263,0.731,124.974,4
Tyler Farr,Raised to Pray,214560,Suffer in Peace,"contemporary country, country road, modern country rock",47.0,732504.0,album,2015-04-27,0.502,0.888,5,-4.168,1,0.0555,0.0183,0.0,0.098,0.591,137.917,4
Billy Currington,Nowhere Town,222759,Summer Forever,"contemporary country, country, country road",65.0,2585156.0,album,2015-06-02,0.657,0.77,6,-4.921,1,0.0343,0.0222,0.000406,0.0737,0.775,97.977,4
Billy Currington,Give It To Me Straight,200812,Summer Forever,"contemporary country, country, country road",65.0,2585156.0,album,2015-06-02,0.589,0.659,9,-5.115,1,0.0271,0.0354,0.0,0.138,0.539,73.985,4
Uncle Ezra Ray,B.Y.H.B.,200585,"B.Y.H.B. (feat. Mark McGrath, Uncle Kracker, Kevin Griffin)",,13.0,478.0,single,2015-05-22,0.499,0.949,1,-3.482,1,0.144,0.0002,1.95e-05,0.2,0.685,165.964,4
Toby Keith,35 mph Town,220733,35 mph Town,"classic oklahoma country, contemporary country, country, country road",71.0,2427678.0,album,2015-10-09,0.501,0.65,2,-6.153,1,0.0256,0.0673,1.58e-06,0.317,0.371,75.049,4
Jake Owen,Real Life,169826,Real Life,"contemporary country, country, country road",66.0,1897791.0,single,2015-05-26,0.654,0.749,1,-5.383,0,0.0257,0.00195,0.0,0.0956,0.774,108.004,4
Old Dominion,Shut Me Up,171120,Shut Me Up,"contemporary country, country, country road, modern country rock",69.0,1527622.0,single,2015-11-05,0.554,0.882,7,-3.71,1,0.0399,0.113,0.0,0.184,0.846,151.981,4
